timestamp,portfolio_value,usdt,xrp,btc,xrp_price,btc_price,mode,volatility,margin_exposure,etf_exposure,yield_earned,total_yield,fear_greed_index,fear_greed_label
2025-12-07T18:54:00.706436,2040.3500000000001,1000.0,500.0,0.0,2.0807,91099.5,init,0,0,0,0,0.0,71.0,Greed
2025-12-07T18:54:05.586031,2040.379680365297,1000.0296803652968,500.0,0.0,2.0807,91099.5,defensive,0.010411692709619712,0,0.0,0.029680365296803655,0.029680365296803655,72.33806339167575,Greed
2025-12-07T19:04:07.553097,2037.3893616115179,1000.0593616115177,500.0,0.0,2.07466,90956.3,defensive,0.010208591535558453,0,0.0,0.029681246220887806,0.05936161151769146,71.03650565266165,Greed
2025-12-07T19:14:09.807442,2032.0840437386887,1000.0890437386888,500.0,0.0,2.06399,90982.0,defensive,0.010221959131633582,0,0.0,0.029682127171118105,0.08904373868880956,70.55697697590259,Greed
2025-12-07T19:24:11.796574,2032.8487267468363,1000.1187267468363,500.0,0.0,2.06546,91022.2,defensive,0.010324718271241214,0,0.0,0.029683008147495332,0.1187267468363049,70.64828133951494,Greed
2025-12-07T19:34:13.769021,2032.8784106359863,1000.1484106359862,500.0,0.0,2.06546,91035.2,defensive,0.010323243881801458,0,0.0,0.029683889150020255,0.14841063598632515,70.66605798903092,Greed
2025-12-07T19:44:16.020634,2030.8980954061649,1000.178095406165,500.0,0.0,2.06144,91125.5,defensive,0.010391869297993283,0,0.0,0.029684770178693656,0.1780954061650188,70.57946481402263,Greed
2025-12-07T19:54:24.588247,2033.8410543798987,1206.9050543798985,400.0,0.0,2.06734,91254.3,defensive,0.010404597763768795,0,0.0,0.029685651233516314,0.2077810573985351,71.01375882881325,Greed
2025-12-07T20:04:28.313225,2036.0617512665913,1372.1961512665912,320.0,0.0,2.07458,91279.0,defensive,0.010018029495127189,0,0.0,0.035821382892554064,0.24360244029108918,73.0191155700744,Greed
2025-12-07T20:14:30.580892,2036.1024785496197,1372.2368785496196,320.0,0.0,2.07458,91111.5,defensive,0.010167761479066862,0,0.0,0.04072728302846047,0.28432972331954964,72.63282248564738,Greed
2025-12-07T20:24:32.762137,2036.1432070414487,1372.2776070414486,320.0,0.0,2.07458,91299.0,defensive,0.01014688003154471,0,0.0,0.0407284918290983,0.32505821514864797,73.02216320909709,Greed
2025-12-07T20:34:34.820184,2036.257536742114,1372.3183367421143,320.0,0.0,2.07481,91256.2,defensive,0.010151639011924674,0,0.0,0.04072970066561377,0.36578791581426173,72.94421608445494,Greed
2025-12-07T20:44:36.823054,2034.5222676516523,1372.3590676516524,320.0,0.0,2.06926,91044.7,defensive,0.010238142049219467,0,0.0,0.04073090953800796,0.4065188253522697,72.19636770742284,Greed
2025-12-07T20:54:39.022266,2035.4461997700987,1372.3997997700988,320.0,0.0,2.07202,91049.1,defensive,0.010274754422143033,0,0.0,0.04073211844628192,0.4472509437985516,72.33954608673052,Greed
2025-12-07T21:04:41.233054,2035.774933097489,1372.4405330974892,320.0,0.0,2.07292,91100.5,defensive,0.009266688986339254,0,0.0,0.040733327390436724,0.48798427118898835,76.45617294414689,Extreme Greed
2025-12-07T21:14:43.432463,2035.8156676338597,1372.4812676338597,320.0,0.0,2.07292,91109.0,defensive,0.009265824452029977,0,0.0,0.040734536370473425,0.5287188075594618,76.46570837248666,Extreme Greed
2025-12-07T21:24:45.669170,2037.232403379246,1372.5220033792461,320.0,0.0,2.07722,91132.1,defensive,0.009263475767594504,0,0.0,0.040735745386393095,0.5694545529458549,76.64713527048892,Extreme Greed
2025-12-07T21:34:47.925577,2039.8555403336845,1372.5627403336844,320.0,0.0,2.08529,91441.9,defensive,0.009456668270078744,0,0.0,0.040736954438196804,0.6101915073840517,77.19027807996312,Extreme Greed
2025-12-07T21:44:50.162243,2037.4450784972103,1372.6034784972103,320.0,0.0,2.07763,91237.1,defensive,0.009477895661805487,0,0.0,0.04073816352588561,0.6509296709099373,76.70957867408443,Extreme Greed
2025-12-07T21:54:52.119171,2036.66661786986,1372.6442178698599,320.0,0.0,2.07507,91244.3,defensive,0.0094771477701699,0,0.0,0.04073937264946058,0.6916690435593978,76.62564575927404,Extreme Greed
2025-12-07T22:04:54.342899,2035.9297584516687,1372.6849584516688,320.0,0.0,2.07264,91120.6,defensive,0.008393742547161182,0,0.0,0.04074058180892278,0.7324096253683207,72.6555331757273,Greed
2025-12-07T22:14:56.598079,2035.666500242673,1372.725700242673,320.0,0.0,2.07169,91137.4,defensive,0.00843475267641415,0,0.0,0.040741791004273276,0.7731514163725939,72.61967168221165,Greed
2025-12-07T22:24:58.772029,2036.0112432429084,1372.7664432429085,320.0,0.0,2.07264,91347.5,defensive,0.008460314419426582,0,0.0,0.040743000235513124,0.813894416608107,73.1206003560507,Greed
2025-12-07T22:35:01.010195,2037.3671874524111,1372.8071874524112,320.0,0.0,2.07675,91329.5,defensive,0.008461981850645955,0,0.0,0.0407442095026434,0.8546386261107504,73.34533785632891,Greed
2025-12-07T22:45:02.978101,2037.9135328712168,1372.847932871217,320.0,0.0,2.07833,91346.3,defensive,0.008521887116860298,0,0.0,0.04074541880566517,0.8953840449164155,73.43732228692069,Greed
2025-12-07T22:55:05.162539,2037.9094794993616,1372.8886794993616,320.0,0.0,2.07819,91323.5,defensive,0.008524014707527153,0,0.0,0.0407466281445795,0.9361306730609951,73.3958293732119,Greed
2025-12-07T23:05:07.412283,2037.2622273368809,1372.929427336881,320.0,0.0,2.07604,91252.1,defensive,0.008085215103464528,0,0.0,0.040747837519387445,0.9768785105803826,72.45168285733774,Greed
2025-12-07T23:15:09.592192,2037.517376383811,1372.9701763838111,320.0,0.0,2.07671,91382.3,defensive,0.00807994858647992,0,0.0,0.04074904693009008,1.0176275575104727,72.78902062735054,Greed
